 28, 95,0.99998
 28,106,0.99999
 28,110,0.87552
 29,117,0.91232
 30, 40,1.00000
 30, 44,1.00000
 30, 63,0.99999
 30, 72,0.99996
 30, 94,1.00000
 30,107,0.99999
 34, 35,0.99999
 34, 43,0.99828
 34, 45,1.00000
 34, 48,0.99756
 34, 58,0.99997
 34, 66,1.00000
 34, 71,1.00000
 34, 76,1.00000
 34, 86,0.99862
 34,103,1.00000
 34,127,1.00000
 35, 43,0.99829
 35, 45,0.99999
 35, 48,0.99757
 35, 58,0.99999
 35, 66,0.99999
 35, 71,0.99999
 35, 76,0.99998
 35, 86,0.99864
 35,103,0.99999
 35,127,0.99999
 38, 60,0.99979
 38, 69,0.91564
 38, 78,0.99979
 38, 90,0.99978
 38, 97,0.99979
 38,109,0.99979
 38,122,0.91039
 39, 79,0.85566
 39,102,0.90334
 39,104,0.87225
 39,115,0.88650
 40, 44,1.00000
 40, 63,0.99999
 40, 72,0.99996
 40, 94,1.00000
 40,107,0.99999
 42, 46,0.99999
 42, 85,0.99999
 42, 95,0.99999
 42,106,1.00000
 42,110,0.87552
 43, 45,0.99828
 43, 48,0.99928
 43, 58,0.99830
 43, 66,0.99828
 43, 71,0.99828
 43, 76,0.99827
 43, 86,0.99965
 43,103,0.99828
 43,127,0.99828
 44, 63,1.00000
 44, 72,0.99996
 44, 94,1.00000
 44,107,0.99999
 45, 48,0.99756
 45, 58,0.99997
 45, 66,1.00000
 45, 71,1.00000
 45, 76,1.00000
 45, 86,0.99862
 45,103,1.00000
 45,127,1.00000
 46, 85,1.00000
 46, 95,0.99998
 46,106,0.99999
 46,110,0.87552
 48, 58,0.99759
 48, 66,0.99756
 48, 71,0.99756
 48, 76,0.99756
 48, 86,0.99894
 48,103,0.99757
 48,127,0.99756
 51, 70,0.99296
 51, 80,0.89570
 51,108,0.85354
 55, 62,0.98925
 55, 91,0.91871
 55,120,0.87206
 58, 66,0.99997
 58, 71,0.99998
 58, 76,0.99997
 58, 86,0.99865
 58,103,0.99998
 58,127,0.99998
 59,101,0.86939
 59,111,0.85560
 60, 69,0.91563
 60, 78,0.99999
 60, 90,1.00000
 60, 97,1.00000
 60,109,1.00000
 60,122,0.91038
 61, 82,0.93029
 61,110,0.91531
 62, 91,0.92750
 62,120,0.87355
 63, 72,0.99997
 63, 94,0.99999
 63,107,0.99999
 66, 71,1.00000
 66, 76,1.00000
 66, 86,0.99862
 66,103,0.99999
 66,127,1.00000
 69, 78,0.91563
 69, 90,0.91563
 69, 97,0.91563
 69,109,0.91563
 69,122,0.88142
 70, 80,0.90141
 70,108,0.85870
 71, 76,1.00000
 71, 86,0.99862
 71,103,1.00000
 71,127,1.00000
 72, 94,0.99996
 72,107,0.99997
 76, 86,0.99862
 76,103,0.99999
 76,127,0.99999
 78, 90,0.99999
 78, 97,0.99999
 78,109,0.99999
 78,122,0.91038
 79,102,0.85176
 79,104,0.97170
 80,108,0.94748
 82,110,0.85677
 85, 95,0.99998
 85,106,0.99999
 85,110,0.87552
 86,103,0.99863
 86,127,0.99863
 89, 91,0.88609
 90, 97,1.00000
 90,109,0.99999
 90,122,0.91038
 91,120,0.86858
 94,107,0.99999
 95,106,0.99999
 95,110,0.87552
 97,109,1.00000
 97,122,0.91038
100,128,0.99994
101,111,0.98167
102,104,0.87329
102,115,0.95938
103,127,1.00000
106,110,0.87552
109,122,0.91038
117,121,0.85668
